Religion,Cohort,Residence,Gender,Membership
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Male,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Protestant,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Male,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
Catholic,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Male,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
None,early Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Male,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Protestant,Late Weimar,Urban,Female,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Male,Yes
Catholic,Late Weimar,Urban,Female,Yes
Catholic,Late Weimar,Urban,Female,Yes
Catholic,Late Weimar,Urban,Female,Yes
Catholic,Late Weimar,Urban,Female,Yes
Catholic,Late Weimar,Urban,Female,Yes
Catholic,Late Weimar,Urban,Female,Yes
Catholic,Late Weimar,Urban,Female,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
None,Late Weimar,Urban,Male,Yes
